0.1,1.4858
0.2,0.670704
0.3,0.500435
0.4,0.586521
0.5,1.0661
0.6,1.83992
0.7,1.23985
0.8,14.1026
0.9,2.44762
1,1.48846
1.1,2.77292
1.2,0.575018
1.3,1.94547
1.4,1.38178
1.5,0.537073
1.6,0.407522
1.7,0.870499
1.8,2.04232
1.9,1.00941
2,1.64106
2.1,2.39813
2.2,0.403822
2.3,1.14665
2.4,2.79158
2.5,2.32454
2.6,0.893097
2.7,0.783983
2.8,2.14729
2.9,1.44674
3,1.03688
3.1,0.138668
3.2,0.83164
3.3,0.658639
3.4,1.53813
3.5,0.358452
3.6,0.782057
3.7,0.858268
3.8,1.42976
3.9,1.09537
4,3.25767
4.1,2.03849
4.2,1.53494
4.3,3.19185
4.4,3.87495
4.5,3.18724
4.6,0.986415
4.7,1.2534
4.8,2.26121
4.9,0.0233063
5,4.28491
5.1,1.42441
5.2,1.50271
5.3,1.04774
5.4,1.29183
5.5,0.485516
5.6,1.64694
5.7,1.80278
5.8,2.81742
5.9,0.0800226
6,0.557361
6.1,0.296692
6.2,2.14065
6.3,4.10252
6.4,0.869601
6.5,1.01162
6.6,0.557091
6.7,0.275208
6.8,2.63207
6.9,0.853635
7,0.763717
7.1,1.32452
7.2,2.06748
7.3,0.710343
7.4,0.620557
7.5,1.50703
7.6,0.200775
7.7,2.11969
7.8,0.111144
7.9,2.07191
8,0.746243
8.1,0.69053
8.2,3.24966
8.3,1.61906
8.4,0.758463
8.5,2.80404
8.6,2.98223
8.7,0.176367
8.8,3.57604
8.9,0.693763
9,0.395311
9.1,0.900662
9.2,1.55345
9.3,2.10086
9.4,0.577993
9.5,1.1234
9.6,1.66192
9.7,2.81518
9.8,1.36758
9.9,6.35768
10,0.0541785
10.1,0.562573
10.2,2.17518
10.3,2.12314
10.4,0.814789
10.5,2.5666
10.6,0.26938
10.7,1.01833
10.8,3.78158
10.9,1.20429
11,3.67113
11.1,0.350507
11.2,0.509209
11.3,5.06869
11.4,3.61981
11.5,1.42231
11.6,2.29269
11.7,0.79493
11.8,3.91849
11.9,0.36716
12,0.501408
12.1,1.22595
12.2,0.722064
12.3,1.95364
12.4,0.0703145
12.5,1.99883
12.6,0.973462
12.7,2.72931
12.8,2.7607
12.9,0.759365
13,0.130818
13.1,1.51205
13.2,1.1612
13.3,1.95254
13.4,3.24708
13.5,2.25323
13.6,0.765707
13.7,0.82245
13.8,7.71992
13.9,0.496179
14,4.72277
14.1,0.316817
14.2,3.55539
14.3,0.117732
14.4,3.16909
14.5,9.07262
14.6,1.46302
14.7,1.84966
14.8,0.0250238
14.9,2.66221
15,0.0589595
15.1,3.74285
15.2,0.837732
15.3,0.797077
15.4,4.06677
15.5,3.77933
15.6,3.05027
15.7,2.69243
15.8,0.527674
15.9,1.62482
16,4.65059
16.1,2.01463
16.2,0.817315
16.3,0.492732
16.4,2.61323
16.5,5.00253
16.6,1.94738
16.7,0.82684
16.8,2.00132
16.9,0.477776
17,0.441711
17.1,1.62814
17.2,0.238728
17.3,3.50958
17.4,2.01485
17.5,12.9375
17.6,0.791751
17.7,1.1274
17.8,1.41932
17.9,0.050944
18,1.38218
18.1,6.80779
18.2,2.55112
18.3,0.661326
18.4,1.76642
18.5,3.7466
18.6,5.14553
18.7,2.77652
18.8,0.194575
18.9,0.673498
19,0.503674
19.1,0.534473
19.2,1.93352
19.3,4.58611
19.4,1.63828
19.5,5.42047
19.6,0.997046
19.7,1.24879
19.8,0.014168
19.9,0.598199
20,2.74084
20.1,1.45526
20.2,2.77163
20.3,0.115154
20.4,0.448621
20.5,0.817226
20.6,0.171473
20.7,1.53045
20.8,0.226385
20.9,3.88957
21,1.97103
21.1,0.465203
21.2,0.934741
21.3,1.19407
21.4,0.0674508
21.5,0.0758461
21.6,4.48158
21.7,1.01327
21.8,0.342277
21.9,2.19478
22,0.122836
22.1,4.05039
22.2,3.54131
22.3,1.56886
22.4,0.626634
22.5,0.287162
22.6,6.06453
22.7,1.02173
22.8,3.58373
22.9,1.24941
23,1.58992
23.1,1.59755
23.2,0.672993
23.3,1.55863
23.4,0.285366
23.5,1.94198
23.6,8.34379
23.7,0.326465
23.8,4.63623
23.9,1.33534
24,2.62436
24.1,0.733596
24.2,2.64589
24.3,1.02588
24.4,2.44909
24.5,0.990527
24.6,1.42345
24.7,4.25418
24.8,6.53231
24.9,0.730026
